full_name,birth_date,adm4,start,end,source
Joaquín Manuel Sánchez Garrido,1942-12-24,es_tol_toledo,1991-06-15,1995-06-23,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_S%C3%A1nchez_Garrido
Agustín Conde Bajén,1965-06-06,es_tol_toledo,1995-06-23,1999-07-04,https://es.wikipedia.org/wiki/Agust%C3%ADn_Conde
José Manuel Molina García,1956-03-19,es_tol_toledo,1999-07-04,2007-06-16,https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Molina
Emiliano García-Page Sánchez,1968-06-11,es_tol_toledo,2007-06-16,2015-06-13,https://es.wikipedia.org/wiki/Emiliano_Garc%C3%ADa-Page
Milagros Tolón Jaime,1968-03-25,es_tol_toledo,2015-06-13,2999-12-31,https://es.wikipedia.org/wiki/Milagros_Tol%C3%B3n
Miguel Ramón Izquierdo,1919-12-08,es_val_valencia,1976-02-01,1979-04-03,https://en.wikipedia.org/wiki/Miguel_Ram%C3%B3n_Izquierdo
Fernando Martínez Castellano,1942-01-01,es_val_valencia,1979-04-03,1979-10-05,https://es.wikipedia.org/wiki/Fernando_Mart%C3%ADnez_Castellano
Ricard Pérez Casado,1945-10-27,es_val_valencia,1979-10-05,1989-01-13,https://es.wikipedia.org/wiki/Ricard_P%C3%A9rez_Casado
Clementina Ródenas Villena,1949-05-11,es_val_valencia,1989-01-13,1991-07-05,https://es.wikipedia.org/wiki/Clementina_R%C3%B3denas
María Rita Barberá Nolla,1948-07-16,es_val_valencia,1991-07-05,2015-06-13,https://es.wikipedia.org/wiki/Rita_Barber%C3%A1
Joan Ribó Canut,1947-09-17,es_val_valencia,2015-06-13,2999-12-31,https://es.wikipedia.org/wiki/Joan_Rib%C3%B3
Francisco Fernández Santamaría,1917-05-05,es_vad_valladolid,1976-01-25,1977-11-14,https://es.wikipedia.org/wiki/Francisco_Fern%C3%A1ndez_Santamar%C3%ADa
Manuel Vidal García,1934-09-03,es_vad_valladolid,1978-01-31,1979-02-19,https://es.wikipedia.org/wiki/Manuel_Vidal_Garc%C3%ADa
Francisco Bravo Revuelta,1922-11-30,es_vad_valladolid,1979-02-19,1979-06-25,https://es.wikipedia.org/wiki/Francisco_Bravo_Revuelta
Tomás Rodríguez Bolaños,1944-01-01,es_vad_valladolid,1979-04-20,1995-06-23,https://es.wikipedia.org/wiki/Tom%C3%A1s_Rodr%C3%ADguez_Bola%C3%B1os
Francisco Javier León de la Riva,1945-11-15,es_vad_valladolid,1995-06-23,2015-06-05,https://es.wikipedia.org/wiki/Francisco_Javier_Le%C3%B3n_de_la_Riva
Óscar Puente Santiago,1968-11-15,es_vad_valladolid,2015-06-13,2999-12-31,https://es.wikipedia.org/wiki/%C3%93scar_Puente
María del Pilar Careaga Basabe,1908-10-26,es_biz_bilbao,1969-07-07,1975-07-07,https://es.wikipedia.org/wiki/Pilar_Careaga
José Luis Berasategui Goicoechea,1920-01-25,es_biz_bilbao,1975-07-30,1979-04-18,https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Berasategui_Goicoechea
José Luis Robles Canibe,1927-05-20,es_biz_bilbao,1983-05-23,1987-07-19,https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Robles_Canibe
José María Gorordo Bilbao,1947-01-01,es_biz_bilbao,1987-07-20,1990-12-17,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Gorordo
Jesús María Duñabeitia Vidal,1929-11-25,es_biz_bilbao,1990-12-20,1991-06-14,https://es.wikipedia.org/wiki/Jes%C3%BAs_Mar%C3%ADa_Du%C3%B1abeitia
Iñaki Azkuna Urreta,1943-02-14,es_biz_bilbao,1999-07-04,2014-03-21,https://es.wikipedia.org/wiki/I%C3%B1aki_Azkuna
Ibon María Areso Mendiguren,1944-05-20,es_biz_bilbao,2014-03-21,2015-06-12,https://es.wikipedia.org/wiki/Ibon_Areso
Juan María Aburto Rike,1961-03-28,es_biz_bilbao,2015-06-13,2999-12-31,https://es.wikipedia.org/wiki/Juan_Mari_Aburto
Victoriano Martín Fiz,1928-05-20,es_zam_zamora,1979-04-20,1982-10-07,https://www.laopiniondezamora.es/zamora/2013/03/13/zamora-llora-buen-alcalde-1909105.html
Valentín López Tola,1921-01-01,es_zam_zamora,1982-10-07,1983-05-24,https://kzsection.info/green/zamoranos-en-la-memoria-valent-n-l-pez-tola-alcalde-que-fuera-de-zamora/2p-nsoynnmZ7p3A.html
Andrés Luis Calvo,1940-01-14,es_zam_zamora,1983-05-24,1987-06-30,https://es.wikipedia.org/wiki/Andr%C3%A9s_Luis_Calvo
Antolín Martín Martín,1946-01-01,es_zam_zamora,1987-06-30,1991-06-15,https://www.zamoranews.com/articulo/zamora/fallece-antolin-martin-martin-quien-fuera-alcalde-y-presidente-de-la-diputacion-de-zamora/20150610200000072223.html
Andrés Luis Calvo,1940-01-14,es_zam_zamora,1991-06-15,1995-06-17,https://es.wikipedia.org/wiki/Andr%C3%A9s_Luis_Calvo
Antonio Vázquez Jiménez,1944-05-25,es_zam_zamora,1995-06-18,2007-06-16,https://es.wikipedia.org/wiki/Antonio_V%C3%A1zquez_Jim%C3%A9nez
Rosa María Valdeón Santiago,1960-12-17,es_zam_zamora,2007-06-16,2015-06-13,https://es.wikipedia.org/wiki/Rosa_Valde%C3%B3n
Francisco Guarido Viñuela,1958-01-01,es_zam_zamora,2015-06-13,2999-12-31,https://es.wikipedia.org/wiki/Francisco_Guarido
Esteban-Miguel Merino Pinedo,1932-11-02,es_zar_zaragoza,1976-01-01,1979-04-19,https://es.wikipedia.org/wiki/Miguel_Merino_Pinedo
Ramón Sainz de Varanda Jiménez de la Iglesia,1925-01-05,es_zar_zaragoza,1979-04-19,1986-01-10,https://es.wikipedia.org/wiki/Ram%C3%B3n_Sainz_de_Varanda
Antonio González Triviño,1951-03-05,es_zar_zaragoza,1986-01-27,1995-06-17,https://es.wikipedia.org/wiki/Antonio_Gonz%C3%A1lez_Trivi%C3%B1o
Luisa Fernanda Rudi Úbeda,1950-12-13,es_zar_zaragoza,1995-06-17,2000-04-08,https://es.wikipedia.org/wiki/Luisa_Fernanda_Rudi
José Atarés Martínez,1960-08-02,es_zar_zaragoza,2000-04-08,2003-06-14,https://es.wikipedia.org/wiki/Jos%C3%A9_Atar%C3%A9s
Juan Alberto Belloch Julbe,1950-02-03,es_zar_zaragoza,2003-06-14,2015-06-13,https://es.wikipedia.org/wiki/Juan_Alberto_Belloch
Pedro Santisteve Roche,1958-05-28,es_zar_zaragoza,2015-06-13,2019-06-15,https://es.wikipedia.org/wiki/Pedro_Santisteve
Jorge Antonio Azcón Navarro,1973-11-21,es_zar_zaragoza,2019-06-15,2999-12-31,https://es.wikipedia.org/wiki/Jorge_Azc%C3%B3n
